,model1,model2,phylum1,phylum2,jaccard_distance
3722,50,98,Actinobacteria,Firmicutes,0.5721052631578947
1843,21,75,Proteobacteria,Bacteroidetes,0.5722666666666667
4057,58,69,Firmicutes,Actinobacteria,0.5723926380368098
3756,51,83,Actinobacteria,Actinobacteria,0.5724194206446349
4456,69,72,Actinobacteria,Proteobacteria,0.5724838411819021
488,6,10,Proteobacteria,Firmicutes,0.5725321888412017
932,10,88,Firmicutes,Firmicutes,0.5725510738606601
1099,12,78,Bacteroidetes,Bacteroidetes,0.5726689316723292
3973,56,70,Firmicutes,Actinobacteria,0.5728580362726704
3415,45,51,Firmicutes,Actinobacteria,0.5729040097205347
1172,13,64,Actinobacteria,Firmicutes,0.5729627289955781
4531,71,88,Firmicutes,Firmicutes,0.5729974160206719
1643,19,34,Actinobacteria,Actinobacteria,0.573063973063973
2457,29,93,Firmicutes,Firmicutes,0.5731158605174353
1577,18,49,Firmicutes,Fusobacteria,0.5732044198895028
3131,40,52,Firmicutes,Proteobacteria,0.5733333333333333
300,4,11,Proteobacteria,Firmicutes,0.5734008283479062
2739,34,35,Actinobacteria,Actinobacteria,0.5734974656046343
1796,21,28,Proteobacteria,Firmicutes,0.5735546651402403
4887,89,93,Actinobacteria,Firmicutes,0.5735900962861074
2897,36,64,Actinobacteria,Firmicutes,0.573607427055703
1462,16,99,Actinobacteria,Firmicutes,0.5736386138613861
1702,19,93,Actinobacteria,Firmicutes,0.5736478711162256
1426,16,63,Actinobacteria,Firmicutes,0.5736698499317872
2592,31,89,Firmicutes,Actinobacteria,0.5736925515055468
3803,52,82,Proteobacteria,Bacteroidetes,0.5737704918032787
1401,16,38,Actinobacteria,Actinobacteria,0.5739070090215128
274,3,81,Proteobacteria,Bacteroidetes,0.573961218836565
4360,66,72,Firmicutes,Proteobacteria,0.5740486015589179
2620,32,49,Firmicutes,Fusobacteria,0.5741222366710013
553,6,75,Proteobacteria,Bacteroidetes,0.5742283194512494
3707,50,83,Actinobacteria,Actinobacteria,0.5742939009414654
4512,70,98,Actinobacteria,Firmicutes,0.5743043220840733
4498,70,84,Actinobacteria,Proteobacteria,0.5743411238189955
756,8,93,Firmicutes,Firmicutes,0.5744535519125683
4947,98,99,Firmicutes,Firmicutes,0.5745393634840872
3325,43,72,Firmicutes,Proteobacteria,0.5745937961595273
2259,27,38,Firmicutes,Actinobacteria,0.5746864310148232
1621,18,93,Firmicutes,Firmicutes,0.5747126436781609
3649,49,75,Fusobacteria,Bacteroidetes,0.574746873138773
4326,65,72,Firmicutes,Proteobacteria,0.5747706422018348
1163,13,55,Actinobacteria,Firmicutes,0.5747877204441542
1946,22,100,Firmicutes,Proteobacteria,0.5749063670411985
2355,28,62,Firmicutes,Firmicutes,0.57503234152652
2803,34,99,Actinobacteria,Firmicutes,0.5751043115438108
1667,19,58,Actinobacteria,Firmicutes,0.5751515151515152
2505,30,71,Firmicutes,Firmicutes,0.5754156769596199
4395,67,74,Firmicutes,Proteobacteria,0.575440266539743
4099,59,70,Firmicutes,Actinobacteria,0.5754716981132075
830,9,76,Firmicutes,Proteobacteria,0.5755022683084899
1372,15,93,Actinobacteria,Firmicutes,0.5755706354102406
497,6,19,Proteobacteria,Actinobacteria,0.5756991321118612
458,5,74,Actinobacteria,Proteobacteria,0.5758032128514057
902,10,58,Firmicutes,Firmicutes,0.5758368200836821
370,4,81,Proteobacteria,Bacteroidetes,0.5758601240834743
1654,19,45,Actinobacteria,Firmicutes,0.5758730158730159
1944,22,98,Firmicutes,Firmicutes,0.5759530791788856
1413,16,50,Actinobacteria,Actinobacteria,0.5759676487579434
3151,40,72,Firmicutes,Proteobacteria,0.5760411792232101
1030,11,97,Firmicutes,Actinobacteria,0.5760479041916168
3009,38,51,Actinobacteria,Actinobacteria,0.5761551625784369
2966,37,70,Bacteroidetes,Actinobacteria,0.5761554621848739
2208,26,60,Firmicutes,Firmicutes,0.5761631612492033
3355,44,46,Firmicutes,Fusobacteria,0.5762132604237867
1223,14,29,Actinobacteria,Firmicutes,0.576271186440678
2553,31,50,Firmicutes,Actinobacteria,0.576302729528536
2195,26,47,Firmicutes,Fusobacteria,0.5763203714451538
1178,13,70,Actinobacteria,Actinobacteria,0.5764367816091954
4696,77,100,Bacteroidetes,Proteobacteria,0.576462538487855
2926,36,93,Actinobacteria,Firmicutes,0.5765275257108288
4842,85,98,Firmicutes,Firmicutes,0.5765432098765433
2895,36,62,Actinobacteria,Firmicutes,0.5765432098765433
2833,35,64,Actinobacteria,Firmicutes,0.5765886287625418
802,9,48,Firmicutes,Fusobacteria,0.576593137254902
3727,51,54,Actinobacteria,Proteobacteria,0.5766016713091922
3678,50,54,Actinobacteria,Proteobacteria,0.5767386091127098
2710,33,72,Firmicutes,Proteobacteria,0.5767772511848341
1364,15,85,Actinobacteria,Firmicutes,0.5768245838668373
3687,50,63,Actinobacteria,Firmicutes,0.5769230769230769
2554,31,51,Firmicutes,Actinobacteria,0.5769704433497537
1193,13,85,Actinobacteria,Firmicutes,0.5769922109047334
3351,43,98,Firmicutes,Firmicutes,0.5770142180094786
1139,13,31,Actinobacteria,Firmicutes,0.5770982433311647
1920,22,74,Firmicutes,Proteobacteria,0.577137076378351
3027,38,69,Actinobacteria,Actinobacteria,0.5772699939867709
2610,32,39,Firmicutes,Proteobacteria,0.5772749157438614
180,2,84,Firmicutes,Proteobacteria,0.5773565573770492
3052,38,94,Actinobacteria,Firmicutes,0.577446532728451
1285,14,91,Actinobacteria,Firmicutes,0.577513966480447
2255,27,34,Firmicutes,Actinobacteria,0.5775366943203574
3433,45,69,Firmicutes,Actinobacteria,0.5775641025641025
1039,12,18,Bacteroidetes,Firmicutes,0.5776942355889725
421,5,37,Actinobacteria,Bacteroidetes,0.57769747031492
3118,39,99,Proteobacteria,Firmicutes,0.5777272727272726
2852,35,83,Actinobacteria,Actinobacteria,0.5778167470407716
35,1,37,Firmicutes,Bacteroidetes,0.5778350515463917
2379,28,86,Firmicutes,Bacteroidetes,0.5778409090909091
236,3,43,Proteobacteria,Firmicutes,0.5778841041998937
1288,14,94,Actinobacteria,Firmicutes,0.5779132791327913
4362,66,74,Firmicutes,Proteobacteria,0.5779251539554713
4328,65,74,Firmicutes,Proteobacteria,0.5779990516832623
3350,43,97,Firmicutes,Actinobacteria,0.5780433159073936
2579,31,76,Firmicutes,Proteobacteria,0.5781487101669196
84,1,86,Firmicutes,Bacteroidetes,0.5781596452328159
3357,44,48,Firmicutes,Fusobacteria,0.5781769793745841
1324,15,45,Actinobacteria,Firmicutes,0.5781893004115226
3223,41,85,Firmicutes,Firmicutes,0.5783055198973042
2365,28,72,Firmicutes,Proteobacteria,0.5785327424913835
468,5,84,Actinobacteria,Proteobacteria,0.57861328125
1673,19,64,Actinobacteria,Firmicutes,0.5786516853932584
4927,93,99,Firmicutes,Firmicutes,0.5787610619469026
1738,20,49,Proteobacteria,Fusobacteria,0.5788413098236775
1088,12,67,Bacteroidetes,Firmicutes,0.579004329004329
30,1,32,Firmicutes,Firmicutes,0.5791100123609394
1237,14,43,Actinobacteria,Firmicutes,0.5791638108293351
4726,79,87,Bacteroidetes,Firmicutes,0.5793774319066147
1454,16,91,Actinobacteria,Firmicutes,0.579476861167002
317,4,28,Proteobacteria,Firmicutes,0.5794899620184482
3281,42,85,Firmicutes,Firmicutes,0.579581483830057
1575,18,47,Firmicutes,Fusobacteria,0.5796486977589339
2738,33,100,Firmicutes,Proteobacteria,0.5797364834166288
464,5,80,Actinobacteria,Bacteroidetes,0.5797712221553282
2080,24,81,Proteobacteria,Bacteroidetes,0.5799352750809061
3333,43,80,Firmicutes,Bacteroidetes,0.5799507995079951
3385,44,76,Firmicutes,Proteobacteria,0.5800988002822864
2712,33,74,Firmicutes,Proteobacteria,0.5801863658656203
4925,93,97,Firmicutes,Actinobacteria,0.5802098950524738
4018,57,72,Firmicutes,Proteobacteria,0.5802936996684036
3353,43,100,Firmicutes,Proteobacteria,0.5804327375352776
2121,25,47,Firmicutes,Fusobacteria,0.5805084745762712
584,7,13,Firmicutes,Actinobacteria,0.5805288461538461
2872,36,39,Actinobacteria,Proteobacteria,0.5806004618937644
4876,88,93,Firmicutes,Firmicutes,0.5806020066889632
3813,52,92,Proteobacteria,Firmicutes,0.5808
484,5,100,Actinobacteria,Proteobacteria,0.5809435707678076
1087,12,66,Bacteroidetes,Firmicutes,0.5810446957458266
2361,28,68,Firmicutes,Proteobacteria,0.581095041322314
3043,38,85,Actinobacteria,Firmicutes,0.5811088295687885
2145,25,71,Firmicutes,Firmicutes,0.5811247575953458
1041,12,20,Bacteroidetes,Proteobacteria,0.5811444652908068
1769,20,80,Proteobacteria,Bacteroidetes,0.5813047711781889
3778,52,57,Proteobacteria,Firmicutes,0.5813373253493014
1020,11,87,Firmicutes,Firmicutes,0.5813544415127528
2295,27,74,Firmicutes,Proteobacteria,0.5814376706096451
1814,21,46,Proteobacteria,Fusobacteria,0.5815561959654179
4421,67,100,Firmicutes,Proteobacteria,0.5816102067751869
4280,63,97,Firmicutes,Actinobacteria,0.5816640986132511
1264,14,70,Actinobacteria,Actinobacteria,0.5818553888130968
4407,67,86,Firmicutes,Bacteroidetes,0.5819415448851775
221,3,28,Proteobacteria,Firmicutes,0.5821371610845295
3380,44,71,Firmicutes,Firmicutes,0.5822050290135397
2943,37,47,Bacteroidetes,Fusobacteria,0.5822050290135397
1737,20,48,Proteobacteria,Fusobacteria,0.582228767795778
1421,16,58,Actinobacteria,Firmicutes,0.5822784810126582
1142,13,34,Actinobacteria,Actinobacteria,0.5823211875843455
4318,64,99,Firmicutes,Firmicutes,0.5825305073859988
405,5,21,Actinobacteria,Proteobacteria,0.5825458588104502
4865,87,94,Firmicutes,Firmicutes,0.5826530612244898
1086,12,65,Bacteroidetes,Firmicutes,0.5826602046311254
1134,13,26,Actinobacteria,Firmicutes,0.5828471411901983
2393,28,100,Firmicutes,Proteobacteria,0.5828625235404896
2939,37,43,Bacteroidetes,Firmicutes,0.5830277632268204
2619,32,48,Firmicutes,Fusobacteria,0.5830721003134796
2658,32,87,Firmicutes,Firmicutes,0.583073727933541
3788,52,67,Proteobacteria,Firmicutes,0.583173076923077
889,10,45,Firmicutes,Firmicutes,0.5834236186348862
489,6,11,Proteobacteria,Firmicutes,0.5834805653710247
1286,14,92,Actinobacteria,Firmicutes,0.5835110163468372
2367,28,74,Firmicutes,Proteobacteria,0.5835881753312946
2036,24,37,Proteobacteria,Bacteroidetes,0.5837221358216693
4046,57,100,Firmicutes,Proteobacteria,0.5837494325919201
4388,66,100,Firmicutes,Proteobacteria,0.5838808585194919
4288,64,69,Firmicutes,Actinobacteria,0.583909490886235
2203,26,55,Firmicutes,Firmicutes,0.5840643274853801
2617,32,46,Firmicutes,Fusobacteria,0.5840821566110398
2949,37,53,Bacteroidetes,Proteobacteria,0.5841170323928945
760,8,97,Firmicutes,Actinobacteria,0.5841503267973855
1960,23,37,Proteobacteria,Bacteroidetes,0.5841636077608809
2436,29,72,Firmicutes,Proteobacteria,0.584299732381802
3096,39,77,Proteobacteria,Bacteroidetes,0.5843352799725181
2789,34,85,Actinobacteria,Firmicutes,0.584446190102121
4354,65,100,Firmicutes,Proteobacteria,0.5845749342681859
679,8,16,Firmicutes,Actinobacteria,0.5845824411134903
4374,66,86,Firmicutes,Bacteroidetes,0.5846313603322949
2481,30,47,Firmicutes,Fusobacteria,0.5846751804553025
4340,65,86,Firmicutes,Bacteroidetes,0.5847193347193347
4514,70,100,Actinobacteria,Proteobacteria,0.5849321478708469
1458,16,95,Actinobacteria,Firmicutes,0.5850244926522044
4443,68,90,Proteobacteria,Proteobacteria,0.5850484261501211
1932,22,86,Firmicutes,Bacteroidetes,0.5850529838259899
332,4,43,Proteobacteria,Firmicutes,0.5851293103448276
2600,31,97,Firmicutes,Actinobacteria,0.5851528384279476
547,6,69,Proteobacteria,Actinobacteria,0.5852245292129405
3735,51,62,Actinobacteria,Firmicutes,0.5852842809364549
3426,45,62,Firmicutes,Firmicutes,0.5853131749460043
1917,22,71,Firmicutes,Firmicutes,0.5853221957040573
452,5,68,Actinobacteria,Proteobacteria,0.5854765506807866
2416,29,52,Firmicutes,Proteobacteria,0.585480093676815
3686,50,62,Actinobacteria,Firmicutes,0.585530005608525
3557,47,86,Fusobacteria,Bacteroidetes,0.5857438016528926
2237,26,89,Firmicutes,Actinobacteria,0.5858725761772854
1244,14,50,Actinobacteria,Actinobacteria,0.5860023724792408
439,5,55,Actinobacteria,Firmicutes,0.5860627177700348
3486,46,68,Fusobacteria,Proteobacteria,0.5861530452889121
766,9,12,Firmicutes,Bacteroidetes,0.5862068965517242
3100,39,81,Proteobacteria,Bacteroidetes,0.5862407862407862
1289,14,95,Actinobacteria,Firmicutes,0.5863073561544064
3787,52,66,Proteobacteria,Firmicutes,0.5863223338115734
2318,27,97,Firmicutes,Actinobacteria,0.586337760910816
3786,52,65,Proteobacteria,Firmicutes,0.5864049784585926
673,8,10,Firmicutes,Firmicutes,0.5864424592748292
2623,32,52,Firmicutes,Proteobacteria,0.5865834633385336
3179,40,100,Firmicutes,Proteobacteria,0.5866071428571429
826,9,72,Firmicutes,Proteobacteria,0.5869041887337506
4633,75,84,Bacteroidetes,Proteobacteria,0.5869767441860465
3798,52,77,Proteobacteria,Bacteroidetes,0.5871225900327393
1742,20,53,Proteobacteria,Proteobacteria,0.5871379479626903
3175,40,96,Firmicutes,Firmicutes,0.587152034261242
3337,43,84,Firmicutes,Proteobacteria,0.5871604938271605
1390,16,27,Actinobacteria,Firmicutes,0.58726549175668
1961,23,38,Proteobacteria,Actinobacteria,0.5874673629242819
2702,33,64,Firmicutes,Firmicutes,0.5874673629242819
806,9,52,Firmicutes,Proteobacteria,0.5876079228034535
1648,19,39,Actinobacteria,Proteobacteria,0.5876379690949227
587,7,16,Firmicutes,Actinobacteria,0.5877071823204421
3165,40,86,Firmicutes,Bacteroidetes,0.5878916622411046
1051,12,30,Bacteroidetes,Firmicutes,0.5878995433789954
3321,43,68,Firmicutes,Proteobacteria,0.5879036391594055
1839,21,71,Proteobacteria,Firmicutes,0.5879452054794521
4205,61,97,Firmicutes,Actinobacteria,0.5879501385041551
1396,16,33,Actinobacteria,Firmicutes,0.5880149812734082
3682,50,58,Actinobacteria,Firmicutes,0.5882012724117986
2411,29,47,Firmicutes,Fusobacteria,0.588295165394402
4494,70,80,Actinobacteria,Bacteroidetes,0.5884146341463414
318,4,29,Proteobacteria,Firmicutes,0.5884353741496599
841,9,87,Firmicutes,Firmicutes,0.5884732052578362
283,3,90,Proteobacteria,Proteobacteria,0.5887592137592137
4812,83,99,Actinobacteria,Firmicutes,0.5889596602972399
164,2,68,Firmicutes,Proteobacteria,0.5890121500264132
2319,27,98,Firmicutes,Firmicutes,0.5890552400619515
3406,44,97,Firmicutes,Actinobacteria,0.5890850722311396
3266,42,70,Firmicutes,Actinobacteria,0.5891566265060241
4044,57,98,Firmicutes,Firmicutes,0.5892957746478873
1735,20,46,Proteobacteria,Fusobacteria,0.5893479342956696
1013,11,80,Firmicutes,Bacteroidetes,0.5894576786619361
1574,18,46,Firmicutes,Fusobacteria,0.5895522388059702
3760,51,87,Actinobacteria,Firmicutes,0.5895556573522676
3591,48,68,Fusobacteria,Proteobacteria,0.5896130346232179
2453,29,89,Firmicutes,Actinobacteria,0.5900954653937948
1016,11,83,Firmicutes,Actinobacteria,0.5901005413766435
4507,70,93,Actinobacteria,Firmicutes,0.5902864259028642
3028,38,70,Actinobacteria,Actinobacteria,0.5904082955281919
316,4,27,Proteobacteria,Firmicutes,0.5905624404194472
1064,12,43,Bacteroidetes,Firmicutes,0.5905649388468259
4032,57,86,Firmicutes,Bacteroidetes,0.5906148867313916
676,8,13,Firmicutes,Actinobacteria,0.5906862745098039
116,2,20,Firmicutes,Proteobacteria,0.5907023749368367
482,5,98,Actinobacteria,Firmicutes,0.5908045977011493
4932,94,98,Firmicutes,Firmicutes,0.5908299477655252
3327,43,74,Firmicutes,Proteobacteria,0.5910010111223458
2558,31,55,Firmicutes,Firmicutes,0.5910224438902743
3711,50,87,Actinobacteria,Firmicutes,0.5910763569457222
4609,74,85,Proteobacteria,Firmicutes,0.5910994764397905
2773,34,69,Actinobacteria,Actinobacteria,0.5911230665770006
3731,51,58,Actinobacteria,Firmicutes,0.5911697247706422
2972,37,76,Bacteroidetes,Proteobacteria,0.5912052117263844
840,9,86,Firmicutes,Bacteroidetes,0.5913859745996687
1257,14,63,Actinobacteria,Firmicutes,0.5914505956552207
3208,41,70,Firmicutes,Actinobacteria,0.5914893617021277
2740,34,36,Actinobacteria,Actinobacteria,0.5915194346289753
7,1,9,Firmicutes,Firmicutes,0.5915324985092427
1245,14,51,Actinobacteria,Actinobacteria,0.5915492957746479
945,11,12,Firmicutes,Bacteroidetes,0.591727493917275
3896,54,82,Proteobacteria,Bacteroidetes,0.5918735891647855
220,3,27,Proteobacteria,Firmicutes,0.5920374707259953
268,3,75,Proteobacteria,Bacteroidetes,0.5923000987166831
2307,27,86,Firmicutes,Bacteroidetes,0.5923724616146607
568,6,90,Proteobacteria,Proteobacteria,0.5925589836660616
4599,74,75,Proteobacteria,Bacteroidetes,0.5925925925925926
4020,57,74,Firmicutes,Proteobacteria,0.5927910375060886
2527,30,93,Firmicutes,Firmicutes,0.5928180158247109
374,4,85,Proteobacteria,Firmicutes,0.592880978865406
322,4,33,Proteobacteria,Firmicutes,0.5928975810602162
1232,14,38,Actinobacteria,Actinobacteria,0.5930149679258732
2241,26,93,Firmicutes,Firmicutes,0.593015873015873
2963,37,67,Bacteroidetes,Firmicutes,0.5930401159980667
311,4,22,Proteobacteria,Firmicutes,0.5931034482758621
2037,24,38,Proteobacteria,Actinobacteria,0.5932094811018578
2305,27,84,Firmicutes,Proteobacteria,0.5932128691053327
3815,52,94,Proteobacteria,Firmicutes,0.5932892730045756
2764,34,60,Actinobacteria,Firmicutes,0.5933579335793358
2171,25,97,Firmicutes,Actinobacteria,0.5934242181234963
2724,33,86,Firmicutes,Bacteroidetes,0.5934479054779807
1153,13,45,Actinobacteria,Firmicutes,0.5935524652338812
1835,21,67,Proteobacteria,Firmicutes,0.5935550935550935
3018,38,60,Actinobacteria,Firmicutes,0.5936692506459949
2473,30,39,Firmicutes,Proteobacteria,0.5936920222634509
2931,36,98,Actinobacteria,Firmicutes,0.5940315315315315
148,2,52,Firmicutes,Proteobacteria,0.5941798941798941
828,9,74,Firmicutes,Proteobacteria,0.5942317255096967
364,4,75,Proteobacteria,Bacteroidetes,0.5942828485456368
3300,43,47,Firmicutes,Fusobacteria,0.5943661971830986
1883,22,37,Firmicutes,Bacteroidetes,0.5944415851775604
2808,35,39,Actinobacteria,Proteobacteria,0.5944700460829493
3080,39,61,Proteobacteria,Firmicutes,0.5945823927765237
4033,57,87,Firmicutes,Firmicutes,0.5947808961102905
1576,18,48,Firmicutes,Fusobacteria,0.5948616600790514
2961,37,65,Bacteroidetes,Firmicutes,0.5948940269749519
4304,64,85,Firmicutes,Firmicutes,0.5949820788530467
1671,19,62,Actinobacteria,Firmicutes,0.5950317735413055
2867,35,98,Actinobacteria,Firmicutes,0.5951164111300398
3688,50,64,Actinobacteria,Firmicutes,0.5952522255192878
4122,59,93,Firmicutes,Firmicutes,0.5952529668956902
278,3,85,Proteobacteria,Firmicutes,0.5953159041394336
215,3,22,Proteobacteria,Firmicutes,0.5954238169526781
908,10,64,Firmicutes,Firmicutes,0.5954400848356309
2962,37,66,Bacteroidetes,Firmicutes,0.5954785954785955
1990,23,67,Proteobacteria,Firmicutes,0.5955631399317406
3952,55,93,Firmicutes,Firmicutes,0.5955777460770328
3737,51,64,Actinobacteria,Firmicutes,0.595757218621096
2419,29,55,Firmicutes,Firmicutes,0.5957711442786069
2245,26,97,Firmicutes,Actinobacteria,0.5957767722473605
1252,14,58,Actinobacteria,Firmicutes,0.5957910014513788
1455,16,92,Actinobacteria,Firmicutes,0.5958023019634394
1498,17,52,Actinobacteria,Proteobacteria,0.5958549222797928
4115,59,86,Firmicutes,Bacteroidetes,0.595959595959596
1834,21,66,Proteobacteria,Firmicutes,0.5961737331954499
4676,77,80,Bacteroidetes,Bacteroidetes,0.5961773078487189
3162,40,83,Firmicutes,Actinobacteria,0.5961945031712473
2736,33,98,Firmicutes,Firmicutes,0.5961968680089486
1065,12,44,Bacteroidetes,Firmicutes,0.5962962962962963
4565,72,94,Proteobacteria,Firmicutes,0.5963479096588179
1146,13,38,Actinobacteria,Actinobacteria,0.5964497041420118
967,11,34,Firmicutes,Actinobacteria,0.5964497041420118
1227,14,33,Actinobacteria,Firmicutes,0.5965250965250966
2219,26,71,Firmicutes,Firmicutes,0.5965874466788543
4614,74,90,Proteobacteria,Proteobacteria,0.5966010733452594
150,2,54,Firmicutes,Proteobacteria,0.5966312056737588
4605,74,81,Proteobacteria,Bacteroidetes,0.5966562173458725
2725,33,87,Firmicutes,Firmicutes,0.5966633954857703
4758,80,99,Bacteroidetes,Firmicutes,0.5966913861950941
2451,29,87,Firmicutes,Firmicutes,0.5967592592592592
4392,67,71,Firmicutes,Firmicutes,0.5968096809680968
2418,29,54,Firmicutes,Proteobacteria,0.5968190854870775
1833,21,65,Proteobacteria,Firmicutes,0.5969994826694258
1423,16,60,Actinobacteria,Firmicutes,0.5970149253731343
3153,40,74,Firmicutes,Proteobacteria,0.597036328871893
4862,87,91,Firmicutes,Firmicutes,0.5971074380165289
854,9,100,Firmicutes,Proteobacteria,0.5972477064220183
3235,41,97,Firmicutes,Actinobacteria,0.5972622478386167
2377,28,84,Firmicutes,Proteobacteria,0.5973451327433628
379,4,90,Proteobacteria,Proteobacteria,0.5973464979944462
3292,42,96,Firmicutes,Firmicutes,0.5973856209150327
4139,60,70,Firmicutes,Actinobacteria,0.5974185617701291
4830,85,86,Firmicutes,Bacteroidetes,0.5975609756097561
128,2,32,Firmicutes,Firmicutes,0.5976638546398443
1764,20,75,Proteobacteria,Bacteroidetes,0.5977011494252873
4796,82,100,Bacteroidetes,Proteobacteria,0.5978630403108305
4934,94,100,Firmicutes,Proteobacteria,0.5978811607554122
2909,36,76,Actinobacteria,Proteobacteria,0.5980087118855009
2330,28,37,Firmicutes,Bacteroidetes,0.5982328482328483
4595,73,97,Tenericutes,Actinobacteria,0.5982436882546652
1914,22,68,Firmicutes,Proteobacteria,0.5982862903225806
677,8,14,Firmicutes,Actinobacteria,0.5983787767133382
3003,38,45,Actinobacteria,Firmicutes,0.5983965014577259
4683,77,87,Bacteroidetes,Firmicutes,0.5984166966534725
2289,27,68,Firmicutes,Proteobacteria,0.5985467756584923
1050,12,29,Bacteroidetes,Firmicutes,0.59865005192108
222,3,29,Proteobacteria,Firmicutes,0.5986717267552182
1046,12,25,Bacteroidetes,Firmicutes,0.5987654320987654
42,1,44,Firmicutes,Firmicutes,0.5988409529942047
3061,39,42,Proteobacteria,Firmicutes,0.5988960441582336
3396,44,87,Firmicutes,Firmicutes,0.5989247311827957
1967,23,44,Proteobacteria,Firmicutes,0.598941098610192
1717,20,28,Proteobacteria,Firmicutes,0.5990220048899755
2260,27,39,Firmicutes,Proteobacteria,0.5990685859441152
3234,41,96,Firmicutes,Firmicutes,0.5991228070175438
3324,43,71,Firmicutes,Firmicutes,0.5991636798088411
860,10,16,Firmicutes,Actinobacteria,0.5991840897501275
1989,23,66,Proteobacteria,Firmicutes,0.5992085924250989
3302,43,49,Firmicutes,Fusobacteria,0.5992414664981036
4126,59,97,Firmicutes,Actinobacteria,0.5994087213599408
170,2,74,Firmicutes,Proteobacteria,0.599481865284974
718,8,55,Firmicutes,Firmicutes,0.5995352439969016
1376,15,97,Actinobacteria,Actinobacteria,0.5995702005730659
4396,67,75,Firmicutes,Bacteroidetes,0.5995773903856313
931,10,87,Firmicutes,Firmicutes,0.5998325659271662
1850,21,82,Proteobacteria,Bacteroidetes,0.5998817966903074
3812,52,91,Proteobacteria,Firmicutes,0.599896480331263
1256,14,62,Actinobacteria,Firmicutes,0.6
4626,75,77,Bacteroidetes,Bacteroidetes,0.6000780335544285
3060,39,41,Proteobacteria,Firmicutes,0.6000926784059315
1801,21,33,Proteobacteria,Firmicutes,0.6001073537305421
1988,23,65,Proteobacteria,Firmicutes,0.6001131221719457
3881,54,67,Proteobacteria,Firmicutes,0.600243013365735
2831,35,62,Actinobacteria,Firmicutes,0.6002452483139178
941,10,97,Firmicutes,Actinobacteria,0.6003363228699552
2643,32,72,Firmicutes,Proteobacteria,0.6003898635477583
2448,29,84,Firmicutes,Proteobacteria,0.6007130124777184
3055,38,97,Actinobacteria,Actinobacteria,0.6007751937984496
226,3,33,Proteobacteria,Firmicutes,0.6008044243338361
4215,62,69,Firmicutes,Actinobacteria,0.6008134805345728
2849,35,80,Actinobacteria,Bacteroidetes,0.6010575793184489
4359,66,71,Firmicutes,Firmicutes,0.6010928961748634
4325,65,71,Firmicutes,Firmicutes,0.6012035010940919
4486,70,72,Actinobacteria,Proteobacteria,0.6012536162005786
2364,28,71,Firmicutes,Firmicutes,0.6014362657091562
2668,32,97,Firmicutes,Actinobacteria,0.6014869888475837
2464,29,100,Firmicutes,Proteobacteria,0.6017811704834606
808,9,54,Firmicutes,Proteobacteria,0.6017849553761156
3391,44,82,Firmicutes,Bacteroidetes,0.6018258426966292
117,2,21,Firmicutes,Proteobacteria,0.6018518518518519
4430,68,77,Proteobacteria,Bacteroidetes,0.6018651362984218
4720,79,81,Bacteroidetes,Bacteroidetes,0.6019151846785226
1930,22,84,Firmicutes,Proteobacteria,0.6019370460048425
4562,72,91,Proteobacteria,Firmicutes,0.6019559902200489
225,3,32,Proteobacteria,Firmicutes,0.6020031628887718
423,5,39,Actinobacteria,Proteobacteria,0.6020313942751616
404,5,20,Actinobacteria,Proteobacteria,0.602104256336681
1408,16,45,Actinobacteria,Firmicutes,0.6021978021978023
4363,66,75,Firmicutes,Bacteroidetes,0.6022070415133999
390,5,6,Actinobacteria,Proteobacteria,0.6022099447513812
3880,54,66,Proteobacteria,Firmicutes,0.6022589753933038
4329,65,75,Firmicutes,Bacteroidetes,0.6023145712782746
1053,12,32,Bacteroidetes,Firmicutes,0.602332361516035
3879,54,65,Proteobacteria,Firmicutes,0.6023415421881309
3559,47,88,Fusobacteria,Firmicutes,0.6024881516587678
1029,11,96,Firmicutes,Firmicutes,0.60254433307633
2438,29,74,Firmicutes,Proteobacteria,0.6025524156791249
4628,75,79,Bacteroidetes,Bacteroidetes,0.6025908900961137
4682,77,86,Bacteroidetes,Bacteroidetes,0.6026768642447419
4870,87,99,Firmicutes,Firmicutes,0.6029836381135707
2483,30,49,Firmicutes,Fusobacteria,0.6030769230769231
2671,32,100,Firmicutes,Proteobacteria,0.6030783582089552
3662,49,88,Fusobacteria,Firmicutes,0.603089321692411
1031,11,98,Firmicutes,Firmicutes,0.6032054395337543
2755,34,51,Actinobacteria,Actinobacteria,0.603264281230383
563,6,85,Proteobacteria,Firmicutes,0.6032838983050848
4000,56,97,Firmicutes,Actinobacteria,0.6033601168736304
4239,62,93,Firmicutes,Firmicutes,0.6034263959390863
1779,20,90,Proteobacteria,Proteobacteria,0.6034382284382285
26,1,28,Firmicutes,Firmicutes,0.6035003017501509
1253,14,59,Actinobacteria,Firmicutes,0.6035182679296347
4014,57,68,Firmicutes,Proteobacteria,0.6036168132942327
1790,21,22,Proteobacteria,Firmicutes,0.6036484245439468
2754,34,50,Actinobacteria,Actinobacteria,0.6036662452591657
41,1,43,Firmicutes,Firmicutes,0.6037282020444978
471,5,87,Actinobacteria,Firmicutes,0.6038863976083707
4672,76,99,Proteobacteria,Firmicutes,0.6039903264812576
3075,39,56,Proteobacteria,Firmicutes,0.6040205703599812
3034,38,76,Actinobacteria,Proteobacteria,0.6040677966101695
